1.500000000000000e-02, 2.872847846421805e-03
1.500000000000000e-02, 0.000000000000000e+00
3.060660171779821e-03, -6.256066017177982e-02
2.000000000000000e-03, -6.300000000000000e-02
-2.000000000000000e-03, -6.300000000000000e-02
-3.060660171779822e-03, -6.256066017177982e-02
2.300000000000000e-02, 0.000000000000000e+00
2.285130223210935e-02, -2.611127399571697e-03
1.800119549464781e-02, -5.794257440622291e-04
1.477211629518312e-02, -2.604722665003969e-03
3.500000000000000e-03, -6.150000000000000e-02
-8.619383337084817e-04, -6.037261033246182e-02
-3.500000000000000e-03, -6.150000000000000e-02
2.038348884217322e-02, -3.437696922181773e-03
2.240713162636573e-02, -5.188492293404763e-03
2.167323141560711e-02, -7.698768733085889e-03
1.696289543370718e-02, -4.221273880428283e-03
1.409538931178862e-02, -5.130302149885054e-03
3.500000000000000e-03, -5.414349142643868e-02
-3.500000000000000e-03, -5.414349142643870e-02
1.084202172485504e-19, -5.046523713965803e-02
2.065909110619821e-02, -1.010949824006128e-02
1.907840826620925e-02, -8.025862215623666e-03
1.578640062500850e-02, -7.153308367466605e-03
1.299038105676657e-02, -7.500000000000018e-03
3.500000000000000e-03, -4.678698285287736e-02
-3.500000000000000e-03, -4.678698285287741e-02
2.168404344971009e-19, -4.310872856609673e-02
1.937782377642921e-02, -1.238950950157652e-02
1.784599652125730e-02, -1.450932142325313e-02
1.526145159653954e-02, -1.021965361239326e-02
1.149066664678467e-02, -9.641814145298093e-03
3.500000000000000e-03, -3.943047427931604e-02
-3.500000000000000e-03, -3.943047427931611e-02
1.544220589096637e-02, -1.397373950197882e-02
1.608341623578146e-02, -1.644152432673446e-02
1.268700773305579e-02, -1.306817223059404e-02
9.641814145298088e-03, -1.149066664678467e-02
1.344410693882025e-17, -3.604256536467115e-02
3.500000000000000e-03, -3.265465645002626e-02
-3.500000000000000e-03, -3.265465645002630e-02
1.411287350732155e-02, -1.816113436342404e-02
1.195984792763888e-02, -1.964591656166115e-02
9.652178635682164e-03, -2.087667233025611e-02
1.017303461142452e-02, -1.492202511368538e-02
7.500000000000001e-03, -1.299038105676658e-02
6.071532165918825e-18, -3.014971885681553e-02
3.500000000000000e-03, -2.764478126360480e-02
-3.500000000000000e-03, -2.764478126360482e-02
9.662795281656490e-03, -1.840500179481287e-02
7.219704350820422e-03, -2.183748770089510e-02
3.500000000000000e-03, -2.398436991042292e-02
3.840257191440772e-03, -2.303305680844484e-02
4.693877551019812e-03, -2.251593909958094e-02
7.183176379364749e-03, -1.623134338382475e-02
5.130302149885047e-03, -1.409538931178862e-02
4.733361417245028e-04, -2.549616929490683e-02
-3.500000000000000e-03, -2.398436991042292e-02
5.483299091330635e-03, -2.013665398976724e-02
1.876777015087489e-03, -2.295477166009647e-02
3.424427840899017e-03, -2.190320059960094e-02
4.389250452367211e-03, -1.719270858813520e-02
2.604722665003976e-03, -1.477211629518312e-02
-1.417208918020723e-03, -2.288850667811710e-02
-3.840257191440675e-03, -2.303305680844496e-02
1.158881615120062e-03, -1.959505968362279e-02
2.388989729292221e-17, -1.500000000000000e-02
-2.604722665003916e-03, -1.477211629518313e-02
-3.109601319355853e-03, -2.110719913055118e-02
-4.693877551019526e-03, -2.251593909958106e-02
-7.219704350820157e-03, -2.183748770089518e-02
-2.952131458032227e-03, -1.722865429517068e-02
-9.652178635681930e-03, -2.087667233025621e-02
-5.130302149885003e-03, -1.409538931178864e-02
-7.318966553060458e-03, -1.950122812393272e-02
-7.499999999999975e-03, -1.608380190382172e-02
-1.195984792763868e-02, -1.964591656166127e-02
-7.499999999999971e-03, -1.299038105676660e-02
-9.772951297814116e-03, -1.399350271468911e-02
-1.117481119832845e-02, -1.628001016607111e-02
-1.411287350732138e-02, -1.816113436342418e-02
-1.608341623578132e-02, -1.644152432673460e-02
-9.641814145298072e-03, -1.149066664678468e-02
-1.226766952362616e-02, -1.262550392340656e-02
-1.529136957883837e-02, -1.394898357156220e-02
-1.784599652125720e-02, -1.450932142325326e-02
-1.149066664678466e-02, -9.641814145298105e-03
-1.526145159653950e-02, -1.021965361239329e-02
-1.937782377642913e-02, -1.238950950157664e-02
-2.065909110619816e-02, -1.010949824006137e-02
-2.167323141560708e-02, -7.698768733085976e-03
-1.605813935502417e-02, -7.488033356967951e-03
-1.299038105676657e-02, -7.500000000000013e-03
-1.907840826620919e-02, -8.025862215623743e-03
-2.240713162636572e-02, -5.188492293404815e-03
-2.285130223210935e-02, -2.611127399571729e-03
-1.673986621653501e-02, -5.328621871542355e-03
-1.409538931178862e-02, -5.130302149885036e-03
-2.300000000000000e-02, -1.055746020229055e-15
-1.917657532428773e-02, -2.897578951016906e-03
-1.477211629518312e-02, -2.604722665003957e-03
-1.956377795789949e-02, 5.781948370123988e-04
-2.300000000000000e-02, 2.872847846420529e-03
-1.500000000000000e-02, 0.000000000000000e+00
-2.300000000000000e-02, 6.824630617747851e-03
-1.761225016225286e-02, 3.706718994953610e-03
-1.500000000000000e-02, 2.872847846421826e-03
-2.300000000000000e-02, 1.225437850520551e-02
-1.868726865583807e-02, 9.567961398987829e-03
-1.500000000000000e-02, 6.824630617749561e-03
-2.300000000000000e-02, 1.942049117308001e-02
-1.900000000000097e-02, 1.583743483914276e-02
-1.500000000000000e-02, 1.225437850520769e-02
-2.300000000000000e-02, 2.688844205577204e-02
-1.900000000000109e-02, 2.315446661442603e-02
-1.500000000000000e-02, 1.942049117308235e-02
-2.300000000000000e-02, 3.435639293846405e-02
-1.900000000000015e-02, 3.062241749711885e-02
-1.500000000000000e-02, 2.688844205577410e-02
-2.300000000000000e-02, 4.182434382115603e-02
-1.899999999999984e-02, 3.809036837981105e-02
-1.500000000000000e-02, 3.435639293846584e-02
-2.300000000000000e-02, 4.929229470384800e-02
-1.899999999999986e-02, 4.555831926250288e-02
-1.500000000000000e-02, 4.182434382115757e-02
-2.300000000000000e-02, 5.676024558653998e-02
-1.899999999999987e-02, 5.302627014519472e-02
-1.500000000000000e-02, 4.929229470384930e-02
-2.300000000000000e-02, 6.422819646923197e-02
-1.899999999999989e-02, 6.049422102788657e-02
-1.500000000000000e-02, 5.676024558654102e-02
-2.300000000000000e-02, 7.169614735192399e-02
-1.899999999999984e-02, 6.796217191057852e-02
-1.500000000000000e-02, 6.422819646923278e-02
-2.300000000000000e-02, 7.916409823461601e-02
-1.899999999999979e-02, 7.543012279327049e-02
-1.500000000000000e-02, 7.169614735192459e-02
-2.256066017177982e-02, 9.516066017177982e-02
-2.300000000000000e-02, 9.410000000000000e-02
-1.899999999999992e-02, 8.250927989822944e-02
-2.300000000000000e-02, 8.663204911730800e-02
-1.500000000000000e-02, 7.916409823461640e-02
-2.150000000000000e-02, 9.560000000000000e-02
-1.900000000000000e-02, 9.309022245174356e-02
-1.500000000000000e-02, 8.663204911730821e-02
-1.650000000000000e-02, 9.560000000000000e-02
-1.500000000000000e-02, 9.410000000000000e-02
-1.543933982822018e-02, 9.516066017177982e-02
