2.256066017177982e-02, 9.516066017177982e-02
2.150000000000000e-02, 9.560000000000000e-02
1.650000000000000e-02, 9.560000000000000e-02
1.543933982822018e-02, 9.516066017177982e-02
2.300000000000000e-02, 9.410000000000000e-02
1.900000000000000e-02, 9.211068303910273e-02
1.500000000000000e-02, 9.410000000000000e-02
2.300000000000000e-02, 8.663204911730821e-02
1.500000000000000e-02, 8.663204911730822e-02
1.899999999999998e-02, 8.250927989822954e-02
2.300000000000000e-02, 7.916409823461640e-02
1.500000000000000e-02, 7.916409823461644e-02
1.899999999999999e-02, 7.543012279327053e-02
2.300000000000000e-02, 7.169614735192459e-02
1.500000000000000e-02, 7.169614735192464e-02
1.900000000000000e-02, 6.796217191057871e-02
2.300000000000000e-02, 6.422819646923278e-02
1.500000000000000e-02, 6.422819646923286e-02
1.900000000000001e-02, 6.049422102788693e-02
2.300000000000000e-02, 5.676024558654102e-02
1.500000000000000e-02, 5.676024558654109e-02
1.900000000000001e-02, 5.302627014519517e-02
2.300000000000000e-02, 4.929229470384930e-02
1.500000000000000e-02, 4.929229470384933e-02
1.900000000000000e-02, 4.555831926250344e-02
2.300000000000000e-02, 4.182434382115757e-02
1.500000000000000e-02, 4.182434382115757e-02
1.900000000000000e-02, 3.809036837981170e-02
2.300000000000000e-02, 3.435639293846584e-02
1.500000000000000e-02, 3.435639293846581e-02
1.899999999999999e-02, 3.062241749711993e-02
2.300000000000000e-02, 2.688844205577410e-02
1.500000000000000e-02, 2.688844205577401e-02
1.899999999999992e-02, 2.315446661442810e-02
2.300000000000000e-02, 1.942049117308235e-02
1.500000000000000e-02, 1.942049117308219e-02
1.899999999999993e-02, 1.583743483914486e-02
2.300000000000000e-02, 1.225437850520769e-02
1.500000000000000e-02, 1.225437850520754e-02
1.931270054621472e-02, 9.567961398988986e-03
2.300000000000000e-02, 6.824630617749561e-03
1.500000000000000e-02, 6.824630617749489e-03
2.300000000000000e-02, 2.872847846421826e-03
2.036498259319031e-02, 3.646451367868216e-03
